gender,age,senior_citizen,dependents,number_of_dependents,married,city,phone_service,internet_service,online_security,online_backup,device_protection,premium_tech_support,streaming_tv,streaming_movies,streaming_music,internet_type,contract,paperless_billing,payment_method,monthly_charges,avg_monthly_long_distance_charges,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,tenure,multiple_lines,avg_monthly_gb_download,unlimited_data,offer,referred_a_friend,number_of_referrals,satisfaction_score,cltv,customer_status,churn_score,churn_value,churn_category,churn_reason
Male,48,No,No,0,Yes,Solvang,Yes,Yes,Yes,No,No,Yes,No,No,No,DSL,Month-to-Month,Yes,Electronic check,54.2,27.24,1152.7,0.0,0,599.28,1751.98,22,No,21,Yes,Offer D,Yes,1,2,5102,Churned,87,1,Attitude,Attitude of service provider
Female,56,No,No,0,No,Calistoga,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Electronic check,114.9,48.37,8496.7,0.0,0,3482.64,11979.34,72,Yes,5,Yes,Offer A,No,0,4,4589,Stayed,69,0,Not Applicable,
Female,51,No,No,0,No,La Mirada,Yes,No,No,No,No,No,No,No,No,No,Two Year,Yes,Bank transfer (automatic),19.55,10.64,470.2,0.0,0,255.36,725.56,24,No,0,No,No Offer,No,0,5,2511,Stayed,34,0,Not Applicable,
Female,34,No,No,0,Yes,Boron,Yes,Yes,No,No,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,86.85,7.84,1564.4,0.0,0,148.96,1713.36,19,Yes,16,Yes,No Offer,Yes,8,5,5072,Stayed,64,0,Not Applicable,
Male,21,No,Yes,2,Yes,San Marcos,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Credit card (automatic),25.35,9.2,1847.55,0.0,0,653.2,2500.75,71,Yes,0,No,No Offer,Yes,2,5,5747,Stayed,68,0,Not Applicable,
Male,78,Yes,No,0,Yes,Desert Center,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Fiber Optic,One Year,Yes,Bank transfer (automatic),109.9,25.15,3694.7,0.0,0,829.95,4524.65,33,Yes,20,Yes,No Offer,Yes,7,3,5655,Stayed,59,0,Not Applicable,
Female,60,No,No,0,No,Crows Landing,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,19.95,2.69,58.0,0.0,0,8.07,66.07,3,No,0,No,No Offer,No,0,3,5949,Joined,74,0,Not Applicable,
Male,54,No,Yes,1,Yes,Tuolumne,Yes,Yes,No,Yes,No,No,Yes,No,No,Fiber Optic,Month-to-Month,No,Electronic check,87.2,1.09,4017.45,0.0,0,51.23,4068.68,47,Yes,13,Yes,No Offer,Yes,7,3,3760,Stayed,76,0,Not Applicable,
Male,42,No,Yes,3,Yes,San Diego,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,No,Mailed check,108.15,1.76,6825.65,0.0,0,109.12,6934.77,62,No,20,Yes,No Offer,Yes,2,4,5298,Stayed,43,0,Not Applicable,
Male,22,No,No,0,No,Auburn,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Bank transfer (automatic),116.3,2.88,8309.55,0.0,0,204.48,8514.03,71,Yes,48,Yes,No Offer,No,0,4,4644,Stayed,59,0,Not Applicable,
Male,71,Yes,No,0,Yes,Fresno,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Electronic check,89.0,41.97,605.45,0.0,0,293.79,899.24,7,No,11,Yes,No Offer,Yes,8,4,5711,Stayed,36,0,Not Applicable,
Female,56,No,Yes,2,Yes,Del Rey,Yes,Yes,Yes,No,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Mailed check,74.4,46.66,1972.35,0.0,0,1259.82,3232.17,27,No,28,Yes,Offer C,Yes,6,3,4331,Stayed,57,0,Not Applicable,
Male,33,No,No,0,No,Redwood City,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,20.05,1.81,33.7,0.0,0,3.62,37.32,2,No,0,No,No Offer,No,0,3,4978,Joined,59,0,Not Applicable,
Female,32,No,Yes,3,No,Landers,No,Yes,Yes,No,No,Yes,No,No,No,Cable,Two Year,No,Bank transfer (automatic),35.05,0.0,844.45,0.0,0,0.0,844.45,25,No,75,Yes,Offer C,No,0,4,2754,Stayed,69,0,Not Applicable,
Male,80,Yes,No,0,No,Hawthorne,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,DSL,One Year,Yes,Electronic check,74.75,38.61,2111.3,0.0,0,1158.3,3269.6,30,No,5,Yes,No Offer,No,0,4,3033,Stayed,55,0,Not Applicable,
Female,73,Yes,No,0,Yes,Oceano,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Credit card (automatic),105.5,16.94,6205.5,0.0,0,982.52,7188.02,58,No,19,Yes,No Offer,Yes,1,1,5067,Churned,91,1,Attitude,Attitude of support person
Male,26,No,No,0,Yes,Armona,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,85.25,2.02,855.3,0.0,100,20.2,975.5,10,Yes,82,No,Offer D,Yes,1,3,3573,Churned,75,1,Competitor,Competitor offered more data
Female,59,No,No,0,No,Clarksburg,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),75.2,9.27,633.85,0.0,0,83.43,717.28,9,Yes,28,Yes,No Offer,No,0,5,5841,Stayed,68,0,Not Applicable,
Female,78,Yes,No,0,Yes,Irvine,Yes,Yes,No,No,No,No,No,Yes,No,Fiber Optic,Month-to-Month,Yes,Electronic check,84.35,28.71,474.9,0.0,0,172.26,647.16,6,Yes,17,Yes,No Offer,Yes,1,3,5721,Churned,77,1,Other,Deceased
Female,47,No,Yes,1,Yes,Scotts Valley,Yes,Yes,Yes,No,Yes,No,No,No,No,Fiber Optic,One Year,No,Bank transfer (automatic),84.45,38.92,5848.6,0.0,40,2685.48,8574.08,69,Yes,16,No,No Offer,Yes,7,3,5629,Stayed,49,0,Not Applicable,
Female,68,Yes,No,0,No,Salida,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Bank transfer (automatic),102.4,10.45,6471.85,0.0,0,689.7,7161.55,66,Yes,20,Yes,No Offer,No,0,3,4861,Stayed,69,0,Not Applicable,
Female,30,No,No,0,No,Mckinleyville,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,One Year,No,Credit card (automatic),115.55,10.21,8127.6,0.0,0,714.7,8842.3,70,Yes,52,Yes,Offer A,No,0,1,4838,Churned,87,1,Dissatisfaction,Network reliability
Male,62,No,No,0,No,Atherton,Yes,No,No,No,No,No,No,No,No,No,One Year,No,Bank transfer (automatic),25.3,5.57,676.35,0.0,0,139.25,815.6,25,Yes,0,No,Offer C,No,0,3,3779,Churned,79,1,Price,Long distance charges
Female,52,No,Yes,2,Yes,Huntington Beach,Yes,No,No,No,No,No,No,No,No,No,Two Year,Yes,Mailed check,19.25,24.33,864.2,0.0,0,1119.18,1983.38,46,No,0,No,Offer B,Yes,1,5,5596,Stayed,77,0,Not Applicable,
Female,63,No,No,0,Yes,Calimesa,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Mailed check,114.65,11.4,6049.5,0.0,0,615.6,6665.1,54,Yes,26,Yes,Offer B,Yes,7,4,4488,Stayed,67,0,Not Applicable,
Female,54,No,No,0,No,Daly City,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Month-to-Month,No,Electronic check,105.1,22.39,1582.75,0.0,0,335.85,1918.6,15,No,7,Yes,No Offer,No,0,1,2122,Churned,84,1,Competitor,Competitor made better offer
Female,48,No,Yes,1,Yes,Middletown,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank transfer (automatic),19.4,8.25,198.1,0.0,0,99.0,297.1,12,No,0,No,Offer D,No,0,3,3713,Stayed,29,0,Not Applicable,
Female,51,No,No,0,No,Berkeley,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Cable,Month-to-Month,Yes,Electronic check,50.35,0.0,1098.85,0.0,0,0.0,1098.85,22,No,22,Yes,No Offer,No,0,3,2875,Stayed,73,0,Not Applicable,
Female,22,No,No,0,Yes,Lost Hills,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Cable,Two Year,No,Bank transfer (automatic),57.8,0.0,4039.3,1.01,0,0.0,4038.29,70,No,85,Yes,No Offer,Yes,9,4,5640,Stayed,42,0,Not Applicable,
Male,52,No,No,0,No,Garden Grove,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),84.3,24.73,2438.6,0.0,130,741.9,3310.5,30,No,20,No,Offer C,No,0,4,5393,Stayed,66,0,Not Applicable,
Male,22,No,Yes,1,Yes,Indio,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Fiber Optic,One Year,No,Bank transfer (automatic),100.55,28.34,7113.75,16.99,0,2012.14,9108.9,71,Yes,59,Yes,Offer A,Yes,1,5,5876,Stayed,37,0,Not Applicable,
Male,33,No,No,0,Yes,Oxnard,Yes,No,No,No,No,No,No,No,No,No,One Year,No,Credit card (automatic),19.8,9.81,576.65,0.0,0,294.3,870.95,30,No,0,No,No Offer,Yes,2,5,4006,Stayed,74,0,Not Applicable,
Male,26,No,No,0,Yes,San Diego,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),84.8,28.77,371.9,0.0,0,115.08,486.98,4,Yes,19,Yes,Offer E,Yes,5,3,4939,Churned,73,1,Competitor,Competitor made better offer
Male,58,No,No,0,No,Escondido,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,85.85,14.14,167.3,0.0,0,28.28,195.58,2,No,28,Yes,Offer E,No,0,1,3273,Churned,67,1,Competitor,Competitor made better offer
Male,22,No,Yes,1,No,Moreno Valley,Yes,No,No,No,No,No,No,No,No,No,One Year,Yes,Bank transfer (automatic),19.95,7.86,219.5,0.0,0,78.6,298.1,10,No,0,No,No Offer,No,0,5,3044,Stayed,48,0,Not Applicable,
Male,66,Yes,No,0,No,Chino,Yes,Yes,Yes,No,No,No,No,No,No,Fiber Optic,One Year,No,Electronic check,75.35,36.4,273.4,0.0,0,145.6,419.0,4,No,29,Yes,Offer E,No,0,3,4033,Stayed,40,0,Not Applicable,
Male,69,Yes,No,0,No,Sacramento,No,Yes,Yes,No,No,No,Yes,Yes,Yes,DSL,Two Year,Yes,Credit card (automatic),48.8,0.0,2555.05,0.0,0,0.0,2555.05,52,No,19,Yes,Offer B,No,0,3,4865,Stayed,67,0,Not Applicable,
Male,25,No,No,0,No,San Diego,Yes,Yes,No,No,No,No,No,No,Yes,Cable,Month-to-Month,No,Electronic check,47.15,22.01,223.15,0.0,0,110.05,333.2,5,Yes,85,Yes,No Offer,No,0,2,2857,Churned,82,1,Competitor,Competitor made better offer
Male,30,No,Yes,3,Yes,Turlock,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Mailed check,20.15,2.87,165.5,0.0,0,22.96,188.46,8,No,0,No,Offer E,Yes,1,4,3899,Stayed,32,0,Not Applicable,
Female,73,Yes,No,0,No,Calexico,Yes,Yes,No,No,No,No,No,No,No,Cable,One Year,Yes,Electronic check,44.3,23.91,89.3,0.0,0,47.82,137.12,2,No,22,Yes,Offer E,No,0,3,3805,Joined,44,0,Not Applicable,
Male,46,No,No,0,No,Groveland,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,No,Electronic check,84.3,13.72,235.05,0.0,0,41.16,276.21,3,No,26,Yes,Offer E,No,0,5,5828,Joined,43,0,Not Applicable,
Male,40,No,No,0,No,Los Gatos,Yes,Yes,No,No,Yes,Yes,No,No,No,DSL,Month-to-Month,No,Electronic check,59.55,11.85,1144.6,0.0,0,225.15,1369.75,19,Yes,18,Yes,Offer D,No,0,4,3949,Stayed,39,0,Not Applicable,
Male,53,No,No,0,No,Clovis,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,DSL,Two Year,No,Bank transfer (automatic),69.65,3.66,4908.25,0.0,0,263.52,5171.77,72,Yes,13,Yes,Offer A,No,0,5,4262,Stayed,32,0,Not Applicable,
Male,76,Yes,No,0,Yes,Hyampom,No,Yes,Yes,No,No,Yes,No,No,No,DSL,One Year,No,Bank transfer (automatic),36.1,0.0,2298.9,0.0,0,0.0,2298.9,63,No,7,Yes,Offer B,Yes,2,3,5089,Stayed,48,0,Not Applicable,
Male,38,No,No,0,Yes,Woodland Hills,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,DSL,Two Year,Yes,Bank transfer (automatic),56.6,0.0,3789.2,0.0,0,0.0,3789.2,66,No,29,Yes,No Offer,Yes,1,4,5500,Stayed,77,0,Not Applicable,
Male,23,No,No,0,No,Temecula,Yes,Yes,No,No,No,Yes,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,75.9,44.56,75.9,0.0,0,44.56,120.46,1,No,27,Yes,No Offer,No,0,3,3389,Churned,66,1,Competitor,Competitor made better offer
Female,24,No,No,0,No,Livingston,Yes,Yes,No,No,Yes,No,No,No,No,Fiber Optic,One Year,Yes,Bank transfer (automatic),79.2,15.29,4765.0,0.0,0,917.4,5682.4,60,Yes,48,Yes,No Offer,No,0,3,5687,Stayed,49,0,Not Applicable,
Female,43,No,Yes,3,Yes,Tulare,No,Yes,Yes,No,Yes,No,No,Yes,Yes,DSL,One Year,No,Credit card (automatic),45.0,0.0,2196.3,0.0,0,0.0,2196.3,48,No,22,Yes,No Offer,Yes,3,3,5269,Stayed,21,0,Not Applicable,
Female,45,No,No,0,No,Buellton,Yes,Yes,No,No,Yes,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),85.55,33.34,85.55,0.0,0,33.34,118.89,1,No,4,Yes,Offer E,No,0,2,3967,Churned,86,1,Other,Moved
Male,49,No,No,0,No,Palmdale,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,93.35,48.93,1444.65,0.0,0,733.95,2178.6,15,Yes,15,Yes,No Offer,No,0,1,5264,Churned,77,1,Competitor,Competitor had better devices
Female,62,No,No,0,Yes,Midway City,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),109.65,34.57,5405.8,0.0,0,1728.5,7134.3,50,Yes,13,Yes,Offer B,Yes,4,3,4676,Stayed,21,0,Not Applicable,
Male,25,No,Yes,1,Yes,Folsom,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cable,Two Year,No,Credit card (automatic),89.7,33.75,6339.3,0.0,0,2430.0,8769.3,72,Yes,30,Yes,Offer A,Yes,10,3,4193,Stayed,50,0,Not Applicable,
Female,37,No,No,0,No,Oakland,Yes,Yes,Yes,Yes,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Mailed check,84.25,43.27,3847.6,0.0,100,1990.42,5938.02,46,Yes,21,No,No Offer,No,0,4,3509,Stayed,49,0,Not Applicable,
Female,35,No,Yes,1,Yes,San Anselmo,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,No,Bank transfer (automatic),92.65,30.0,6733.0,0.0,0,2160.0,8893.0,72,Yes,19,Yes,No Offer,Yes,4,4,6342,Stayed,75,0,Not Applicable,
Male,37,No,Yes,3,Yes,Duarte,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,19.7,34.28,19.7,0.0,0,34.28,53.98,1,No,0,No,No Offer,Yes,2,5,2004,Joined,43,0,Not Applicable,
Female,19,No,No,0,No,Lake Elsinore,Yes,Yes,No,No,No,No,No,No,No,Cable,Month-to-Month,Yes,Electronic check,50.1,29.13,50.1,0.0,0,29.13,79.23,1,Yes,51,Yes,No Offer,No,0,4,5617,Joined,57,0,Not Applicable,
Female,69,Yes,No,0,No,San Clemente,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Fiber Optic,Two Year,Yes,Bank transfer (automatic),92.45,2.57,6140.85,0.0,0,172.19,6313.04,67,No,21,Yes,Offer A,No,0,4,5857,Stayed,80,0,Not Applicable,
Female,44,No,Yes,1,Yes,Los Angeles,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,DSL,Two Year,No,Electronic check,79.65,8.94,3870.3,0.0,0,429.12,4299.42,48,Yes,27,Yes,No Offer,Yes,5,4,3246,Stayed,50,0,Not Applicable,
Female,19,No,No,0,No,Downey,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Electronic check,109.9,41.91,7624.2,0.0,0,3017.52,10641.72,72,No,73,Yes,No Offer,No,0,4,5234,Stayed,37,0,Not Applicable,
Male,64,No,No,0,Yes,Bodega Bay,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Cable,One Year,Yes,Credit card (automatic),81.4,41.34,4354.45,0.0,0,2149.68,6504.13,52,Yes,24,Yes,Offer B,Yes,6,4,4628,Stayed,64,0,Not Applicable,
Female,44,No,Yes,3,Yes,Challenge,Yes,Yes,No,Yes,No,No,No,No,No,Cable,One Year,No,Credit card (automatic),50.55,46.9,3431.75,0.0,0,3142.3,6574.05,67,No,28,Yes,Offer A,Yes,1,5,5122,Stayed,51,0,Not Applicable,
Female,58,No,No,0,Yes,Ludlow,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,81.05,16.85,2227.1,0.0,0,471.8,2698.9,28,No,13,Yes,Offer C,Yes,1,1,5201,Churned,91,1,Competitor,Competitor had better devices
Female,29,No,Yes,1,Yes,Santa Clara,Yes,Yes,No,Yes,Yes,No,No,No,Yes,DSL,Month-to-Month,No,Bank transfer (automatic),62.45,33.28,2045.55,0.0,0,1064.96,3110.51,32,Yes,51,Yes,Offer C,Yes,9,3,5442,Stayed,74,0,Not Applicable,
Female,80,Yes,No,0,Yes,Perris,Yes,Yes,Yes,No,No,No,No,No,No,Cable,Month-to-Month,Yes,Bank transfer (automatic),75.2,7.02,1929.35,0.0,0,189.54,2118.89,27,No,25,Yes,No Offer,Yes,2,1,4517,Churned,91,1,Attitude,Attitude of support person
Male,22,No,No,0,No,Fortuna,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Fiber Optic,Month-to-Month,No,Electronic check,90.4,31.48,268.45,0.0,0,94.44,362.89,3,No,73,Yes,No Offer,No,0,5,5625,Joined,61,0,Not Applicable,
Male,22,No,No,0,No,San Diego,Yes,Yes,No,No,No,No,Yes,No,Yes,Cable,Month-to-Month,Yes,Electronic check,85.65,40.43,181.5,0.0,0,80.86,262.36,2,Yes,27,Yes,Offer E,No,0,1,3878,Churned,73,1,Competitor,Competitor made better offer
Female,50,No,Yes,2,No,San Dimas,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Cable,Month-to-Month,Yes,Mailed check,72.9,35.49,651.4,0.0,0,319.41,970.81,9,No,11,Yes,No Offer,No,0,1,3585,Churned,65,1,Competitor,Competitor made better offer
Male,53,No,Yes,2,Yes,Rescue,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Cable,Two Year,Yes,Credit card (automatic),70.5,44.49,3486.65,0.0,0,2224.5,5711.15,50,Yes,28,Yes,Offer B,Yes,10,4,4022,Stayed,60,0,Not Applicable,
Female,45,No,Yes,2,Yes,Clio,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Bank transfer (automatic),20.1,31.03,1389.6,0.0,0,2203.13,3592.73,71,No,0,No,No Offer,Yes,1,3,5043,Stayed,23,0,Not Applicable,
Male,76,Yes,No,0,Yes,San Diego,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,74.9,47.34,2303.35,0.0,0,1514.88,3818.23,32,Yes,10,Yes,Offer C,Yes,2,2,4105,Churned,69,1,Attitude,Attitude of support person
Female,57,No,Yes,3,Yes,Lotus,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,No,Bank transfer (automatic),100.7,27.27,1522.7,0.0,0,436.32,1959.02,16,No,76,Yes,Offer D,Yes,10,4,3337,Stayed,72,0,Not Applicable,
Female,45,No,Yes,3,Yes,San Marcos,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Bank transfer (automatic),105.65,17.79,6717.9,0.0,0,1191.93,7909.83,67,Yes,22,Yes,Offer A,Yes,8,5,6383,Stayed,59,0,Not Applicable,
Male,43,No,Yes,1,Yes,Lompoc,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Credit card (automatic),114.3,15.94,8058.55,0.0,0,1147.68,9206.23,72,Yes,13,Yes,No Offer,Yes,1,3,5879,Stayed,70,0,Not Applicable,
Female,41,No,No,0,No,Pilot Hill,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Electronic check,19.75,24.63,58.85,0.0,0,73.89,132.74,3,No,0,No,Offer E,No,0,3,2647,Churned,83,1,Attitude,Attitude of support person
Male,22,No,Yes,3,Yes,San Francisco,Yes,No,No,No,No,No,No,No,No,No,One Year,No,Mailed check,24.35,48.02,538.5,0.0,0,1104.46,1642.96,23,Yes,0,No,No Offer,Yes,1,5,4031,Stayed,30,0,Not Applicable,
Male,62,No,Yes,2,Yes,Mission Hills,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,DSL,Two Year,No,Bank transfer (automatic),69.85,28.37,5102.35,25.24,0,2042.64,7119.75,72,Yes,18,Yes,No Offer,Yes,1,3,6233,Stayed,77,0,Not Applicable,
Male,21,No,Yes,2,Yes,Los Angeles,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Cable,Month-to-Month,No,Mailed check,58.85,0.0,465.7,0.0,0,0.0,465.7,7,No,47,Yes,Offer E,Yes,9,3,3332,Stayed,76,0,Not Applicable,
Male,49,No,Yes,3,Yes,Harbor City,Yes,Yes,No,No,No,No,Yes,No,No,DSL,Month-to-Month,Yes,Electronic check,54.4,1.56,475.1,0.0,0,12.48,487.58,8,No,57,Yes,Offer E,Yes,10,4,4854,Stayed,62,0,Not Applicable,
Male,33,No,Yes,4,Yes,San Francisco,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Cable,Two Year,No,Bank transfer (automatic),50.55,0.0,3364.55,0.0,110,0.0,3474.55,66,No,23,No,Offer A,Yes,9,4,4652,Stayed,30,0,Not Applicable,
Male,30,No,No,0,No,Inglewood,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,21.05,34.26,113.85,0.0,0,171.3,285.15,5,No,0,No,Offer E,No,0,3,2604,Churned,66,1,Attitude,Attitude of support person
Male,38,No,Yes,1,No,Los Angeles,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),103.7,44.33,5036.3,0.0,0,2172.17,7208.47,49,Yes,11,Yes,No Offer,No,0,1,5340,Churned,89,1,Competitor,Competitor had better devices
Male,56,No,No,0,Yes,Pescadero,Yes,No,No,No,No,No,No,No,No,No,Two Year,Yes,Bank transfer (automatic),19.95,38.36,1234.8,0.0,0,2416.68,3651.48,63,No,0,No,Offer B,Yes,2,3,5151,Stayed,74,0,Not Applicable,
Female,70,Yes,Yes,1,Yes,Aromas,No,Yes,No,No,No,Yes,No,No,No,DSL,Month-to-Month,Yes,Mailed check,29.3,0.0,355.9,0.0,0,0.0,355.9,12,No,14,Yes,Offer D,Yes,1,4,3353,Stayed,75,0,Not Applicable,
Male,54,No,Yes,6,Yes,Badger,Yes,Yes,Yes,Yes,No,No,No,No,No,DSL,Month-to-Month,Yes,Credit card (automatic),54.75,36.19,1510.3,0.0,0,977.13,2487.43,27,No,53,Yes,No Offer,Yes,5,3,3519,Stayed,41,0,Not Applicable,
Female,57,No,No,0,No,Parlier,Yes,Yes,Yes,Yes,Yes,No,No,No,No,DSL,Month-to-Month,No,Electronic check,60.55,44.81,1982.6,0.0,0,1568.35,3550.95,35,No,20,Yes,No Offer,No,0,4,3463,Stayed,34,0,Not Applicable,
Female,40,No,Yes,2,Yes,Death Valley,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Month-to-Month,Yes,Electronic check,86.2,4.33,4524.05,0.0,0,233.82,4757.87,54,Yes,12,Yes,Offer B,Yes,7,3,6275,Stayed,45,0,Not Applicable,
Male,56,No,No,0,No,La Puente,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,95.45,5.59,95.45,0.0,0,5.59,101.04,1,Yes,2,Yes,No Offer,No,0,1,5962,Churned,71,1,Competitor,Competitor had better devices
Male,38,No,No,0,No,Riverdale,Yes,Yes,No,No,Yes,Yes,Yes,No,No,DSL,Month-to-Month,Yes,Credit card (automatic),63.95,13.96,318.1,0.0,0,69.8,387.9,5,No,5,Yes,Offer E,No,0,4,3099,Stayed,42,0,Not Applicable,
Male,61,No,No,0,No,San Francisco,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,DSL,One Year,Yes,Bank transfer (automatic),65.35,41.79,1231.85,0.0,60,794.01,2085.86,19,No,6,No,No Offer,No,0,4,2051,Stayed,39,0,Not Applicable,
Male,35,No,Yes,2,Yes,Berry Creek,No,Yes,No,Yes,Yes,Yes,Yes,No,No,DSL,Two Year,No,Mailed check,50.2,0.0,2554.0,27.01,0,0.0,2526.99,52,No,17,Yes,No Offer,Yes,1,4,5396,Stayed,47,0,Not Applicable,
Female,61,No,Yes,3,Yes,Fulton,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,Yes,Bank transfer (automatic),63.8,0.0,4684.3,0.0,0,0.0,4684.3,72,No,22,Yes,No Offer,Yes,8,4,6107,Stayed,32,0,Not Applicable,
Male,50,No,No,0,No,Capitola,Yes,No,No,No,No,No,No,No,No,No,Two Year,Yes,Bank transfer (automatic),20.05,14.91,614.45,9.73,0,477.12,1081.84,32,No,0,No,No Offer,No,0,5,3398,Stayed,20,0,Not Applicable,
Female,47,No,No,0,Yes,San Diego,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,No,Electronic check,101.15,16.88,842.9,0.0,0,135.04,977.94,8,No,6,Yes,No Offer,Yes,1,2,2750,Churned,76,1,Competitor,Competitor made better offer
Male,35,No,No,0,No,Claremont,Yes,Yes,No,No,Yes,No,No,Yes,Yes,DSL,One Year,No,Mailed check,65.0,37.55,2531.8,0.0,140,1539.55,4211.35,41,Yes,30,No,Offer B,No,0,4,5043,Stayed,57,0,Not Applicable,
Male,32,No,No,0,No,Glendale,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed check,19.25,21.01,86.05,0.0,0,105.05,191.1,5,No,0,No,No Offer,No,0,3,3056,Stayed,27,0,Not Applicable,
Female,54,No,Yes,1,No,Gardena,No,Yes,Yes,No,No,Yes,No,No,No,DSL,One Year,Yes,Mailed check,36.05,0.0,402.6,0.0,100,0.0,502.6,11,No,17,No,No Offer,No,0,4,4265,Stayed,67,0,Not Applicable,
Male,61,No,No,0,No,Fallbrook,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,96.1,31.09,453.4,0.0,0,155.45,608.85,5,No,11,Yes,No Offer,No,0,1,4192,Churned,66,1,Competitor,Competitor made better offer
