gender,age,senior_citizen,dependents,number_of_dependents,city,phone_service,online_security,online_backup,device_protection,premium_tech_support,streaming_tv,streaming_movies,streaming_music,internet_type,contract,paperless_billing,payment_method,monthly_charges,avg_monthly_long_distance_charges,tenure,multiple_lines,avg_monthly_gb_download,unlimited_data,offer,number_of_referrals,satisfaction_score,cltv,churn_score,churn_value
Male,38,No,No,0,Woodland Hills,No,Yes,Yes,Yes,Yes,Yes,No,No,DSL,Two Year,Yes,Bank transfer (automatic),56.6,0.0,66,No,29,Yes,No Offer,1,4,5500,77,0
Male,23,No,No,0,Temecula,Yes,No,No,No,Yes,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,75.9,44.56,1,No,27,Yes,No Offer,0,3,3389,66,1
Female,24,No,No,0,Livingston,Yes,No,No,Yes,No,No,No,No,Fiber Optic,One Year,Yes,Bank transfer (automatic),79.2,15.29,60,Yes,48,Yes,No Offer,0,3,5687,49,0
Female,43,No,Yes,3,Tulare,No,Yes,No,Yes,No,No,Yes,Yes,DSL,One Year,No,Credit card (automatic),45.0,0.0,48,No,22,Yes,No Offer,3,3,5269,21,0
Female,45,No,No,0,Buellton,Yes,No,No,Yes,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),85.55,33.34,1,No,4,Yes,Offer E,0,2,3967,86,1
Male,49,No,No,0,Palmdale,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,93.35,48.93,15,Yes,15,Yes,No Offer,0,1,5264,77,1
Female,62,No,No,0,Midway City,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),109.65,34.57,50,Yes,13,Yes,Offer B,4,3,4676,21,0
Male,25,No,Yes,1,Folsom,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cable,Two Year,No,Credit card (automatic),89.7,33.75,72,Yes,30,Yes,Offer A,10,3,4193,50,0
Female,37,No,No,0,Oakland,Yes,Yes,Yes,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Mailed check,84.25,43.27,46,Yes,21,No,No Offer,0,4,3509,49,0
Female,35,No,Yes,1,San Anselmo,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,No,Bank transfer (automatic),92.65,30.0,72,Yes,19,Yes,No Offer,4,4,6342,75,0
Male,37,No,Yes,3,Duarte,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,19.7,34.28,1,No,0,No,No Offer,2,5,2004,43,0
Female,19,No,No,0,Lake Elsinore,Yes,No,No,No,No,No,No,No,Cable,Month-to-Month,Yes,Electronic check,50.1,29.13,1,Yes,51,Yes,No Offer,0,4,5617,57,0
Female,69,Yes,No,0,San Clemente,Yes,Yes,Yes,No,Yes,Yes,No,No,Fiber Optic,Two Year,Yes,Bank transfer (automatic),92.45,2.57,67,No,21,Yes,Offer A,0,4,5857,80,0
Female,44,No,Yes,1,Los Angeles,Yes,No,Yes,No,Yes,Yes,Yes,Yes,DSL,Two Year,No,Electronic check,79.65,8.94,48,Yes,27,Yes,No Offer,5,4,3246,50,0
Female,19,No,No,0,Downey,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Electronic check,109.9,41.91,72,No,73,Yes,No Offer,0,4,5234,37,0
Male,64,No,No,0,Bodega Bay,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Cable,One Year,Yes,Credit card (automatic),81.4,41.34,52,Yes,24,Yes,Offer B,6,4,4628,64,0
Female,44,No,Yes,3,Challenge,Yes,No,Yes,No,No,No,No,No,Cable,One Year,No,Credit card (automatic),50.55,46.9,67,No,28,Yes,Offer A,1,5,5122,51,0
Female,58,No,No,0,Ludlow,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,81.05,16.85,28,No,13,Yes,Offer C,1,1,5201,91,1
Female,29,No,Yes,1,Santa Clara,Yes,No,Yes,Yes,No,No,No,Yes,DSL,Month-to-Month,No,Bank transfer (automatic),62.45,33.28,32,Yes,51,Yes,Offer C,9,3,5442,74,0
Female,80,Yes,No,0,Perris,Yes,Yes,No,No,No,No,No,No,Cable,Month-to-Month,Yes,Bank transfer (automatic),75.2,7.02,27,No,25,Yes,No Offer,2,1,4517,91,1
Male,22,No,No,0,Fortuna,Yes,No,Yes,Yes,No,No,Yes,Yes,Fiber Optic,Month-to-Month,No,Electronic check,90.4,31.48,3,No,73,Yes,No Offer,0,5,5625,61,0
Male,22,No,No,0,San Diego,Yes,No,No,No,No,Yes,No,Yes,Cable,Month-to-Month,Yes,Electronic check,85.65,40.43,2,Yes,27,Yes,Offer E,0,1,3878,73,1
Female,50,No,Yes,2,San Dimas,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Cable,Month-to-Month,Yes,Mailed check,72.9,35.49,9,No,11,Yes,No Offer,0,1,3585,65,1
Male,53,No,Yes,2,Rescue,Yes,Yes,No,No,Yes,Yes,No,No,Cable,Two Year,Yes,Credit card (automatic),70.5,44.49,50,Yes,28,Yes,Offer B,10,4,4022,60,0
Female,45,No,Yes,2,Clio,Yes,No,No,No,No,No,No,No,No,Two Year,No,Bank transfer (automatic),20.1,31.03,71,No,0,No,No Offer,1,3,5043,23,0
Male,76,Yes,No,0,San Diego,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,74.9,47.34,32,Yes,10,Yes,Offer C,2,2,4105,69,1
Female,57,No,Yes,3,Lotus,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,No,Bank transfer (automatic),100.7,27.27,16,No,76,Yes,Offer D,10,4,3337,72,0
Female,45,No,Yes,3,San Marcos,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Bank transfer (automatic),105.65,17.79,67,Yes,22,Yes,Offer A,8,5,6383,59,0
Male,43,No,Yes,1,Lompoc,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Credit card (automatic),114.3,15.94,72,Yes,13,Yes,No Offer,1,3,5879,70,0
Female,41,No,No,0,Pilot Hill,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Electronic check,19.75,24.63,3,No,0,No,Offer E,0,3,2647,83,1
Male,22,No,Yes,3,San Francisco,Yes,No,No,No,No,No,No,No,No,One Year,No,Mailed check,24.35,48.02,23,Yes,0,No,No Offer,1,5,4031,30,0
Male,62,No,Yes,2,Mission Hills,Yes,Yes,Yes,Yes,Yes,No,No,No,DSL,Two Year,No,Bank transfer (automatic),69.85,28.37,72,Yes,18,Yes,No Offer,1,3,6233,77,0
Male,21,No,Yes,2,Los Angeles,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Cable,Month-to-Month,No,Mailed check,58.85,0.0,7,No,47,Yes,Offer E,9,3,3332,76,0
Male,49,No,Yes,3,Harbor City,Yes,No,No,No,No,Yes,No,No,DSL,Month-to-Month,Yes,Electronic check,54.4,1.56,8,No,57,Yes,Offer E,10,4,4854,62,0
Male,33,No,Yes,4,San Francisco,No,No,No,No,Yes,Yes,Yes,Yes,Cable,Two Year,No,Bank transfer (automatic),50.55,0.0,66,No,23,No,Offer A,9,4,4652,30,0
Male,30,No,No,0,Inglewood,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,21.05,34.26,5,No,0,No,Offer E,0,3,2604,66,1
Male,38,No,Yes,1,Los Angeles,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),103.7,44.33,49,Yes,11,Yes,No Offer,0,1,5340,89,1
Male,56,No,No,0,Pescadero,Yes,No,No,No,No,No,No,No,No,Two Year,Yes,Bank transfer (automatic),19.95,38.36,63,No,0,No,Offer B,2,3,5151,74,0
Female,70,Yes,Yes,1,Aromas,No,No,No,No,Yes,No,No,No,DSL,Month-to-Month,Yes,Mailed check,29.3,0.0,12,No,14,Yes,Offer D,1,4,3353,75,0
Male,54,No,Yes,6,Badger,Yes,Yes,Yes,No,No,No,No,No,DSL,Month-to-Month,Yes,Credit card (automatic),54.75,36.19,27,No,53,Yes,No Offer,5,3,3519,41,0
Female,57,No,No,0,Parlier,Yes,Yes,Yes,Yes,No,No,No,No,DSL,Month-to-Month,No,Electronic check,60.55,44.81,35,No,20,Yes,No Offer,0,4,3463,34,0
Female,40,No,Yes,2,Death Valley,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Month-to-Month,Yes,Electronic check,86.2,4.33,54,Yes,12,Yes,Offer B,7,3,6275,45,0
Male,56,No,No,0,La Puente,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,95.45,5.59,1,Yes,2,Yes,No Offer,0,1,5962,71,1
Male,38,No,No,0,Riverdale,Yes,No,No,Yes,Yes,Yes,No,No,DSL,Month-to-Month,Yes,Credit card (automatic),63.95,13.96,5,No,5,Yes,Offer E,0,4,3099,42,0
Male,61,No,No,0,San Francisco,Yes,No,Yes,No,Yes,No,Yes,Yes,DSL,One Year,Yes,Bank transfer (automatic),65.35,41.79,19,No,6,No,No Offer,0,4,2051,39,0
Male,35,No,Yes,2,Berry Creek,No,No,Yes,Yes,Yes,Yes,No,No,DSL,Two Year,No,Mailed check,50.2,0.0,52,No,17,Yes,No Offer,1,4,5396,47,0
Female,61,No,Yes,3,Fulton,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,Yes,Bank transfer (automatic),63.8,0.0,72,No,22,Yes,No Offer,8,4,6107,32,0
Male,50,No,No,0,Capitola,Yes,No,No,No,No,No,No,No,No,Two Year,Yes,Bank transfer (automatic),20.05,14.91,32,No,0,No,No Offer,0,5,3398,20,0
Female,47,No,No,0,San Diego,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,No,Electronic check,101.15,16.88,8,No,6,Yes,No Offer,1,2,2750,76,1
Male,35,No,No,0,Claremont,Yes,No,No,Yes,No,No,Yes,Yes,DSL,One Year,No,Mailed check,65.0,37.55,41,Yes,30,No,Offer B,0,4,5043,57,0
Male,32,No,No,0,Glendale,Yes,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed check,19.25,21.01,5,No,0,No,No Offer,0,3,3056,27,0
Female,54,No,Yes,1,Gardena,No,Yes,No,No,Yes,No,No,No,DSL,One Year,Yes,Mailed check,36.05,0.0,11,No,17,No,No Offer,0,4,4265,67,0
Male,61,No,No,0,Fallbrook,Yes,No,No,No,Yes,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,96.1,31.09,5,No,11,Yes,No Offer,0,1,4192,66,1
Female,62,No,No,0,San Francisco,Yes,No,No,No,No,No,No,No,No,One Year,No,Mailed check,19.05,41.51,16,No,0,No,Offer D,0,5,4336,60,0
Male,80,Yes,No,0,San Diego,Yes,No,Yes,No,Yes,Yes,Yes,No,Fiber Optic,One Year,No,Bank transfer (automatic),105.75,6.1,71,Yes,9,Yes,No Offer,0,4,4921,54,0
Female,23,No,No,0,Santa Ana,No,No,Yes,Yes,Yes,No,No,No,DSL,One Year,Yes,Credit card (automatic),40.4,0.0,11,No,59,Yes,No Offer,0,5,2133,62,0
Female,63,No,No,0,Snelling,Yes,No,Yes,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,99.15,49.33,61,Yes,7,Yes,No Offer,1,3,5612,77,1
Female,50,No,No,0,Darwin,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cable,One Year,Yes,Bank transfer (automatic),84.8,23.06,71,No,6,Yes,No Offer,2,3,5643,28,0
Male,56,No,No,0,San Bernardino,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,19.85,40.74,9,No,0,No,No Offer,0,3,2788,63,0
Female,63,No,No,0,Garberville,Yes,Yes,No,No,No,No,No,No,DSL,Month-to-Month,Yes,Electronic check,49.45,39.16,6,No,8,Yes,No Offer,0,3,3672,60,0
Female,58,No,No,0,Long Beach,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),88.8,38.09,26,No,22,No,No Offer,0,2,4910,82,1
Female,29,No,No,0,Upland,Yes,Yes,Yes,No,No,No,No,No,Cable,Month-to-Month,No,Mailed check,55.15,6.98,6,No,30,No,Offer E,0,4,5377,42,0
Male,54,No,No,0,El Dorado Hills,Yes,No,No,Yes,No,No,Yes,Yes,Fiber Optic,Month-to-Month,No,Electronic check,84.8,30.57,11,No,15,Yes,No Offer,0,4,4924,60,0
Male,25,No,No,0,Santa Rosa,Yes,No,No,No,No,Yes,No,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,80.55,43.67,1,No,73,No,No Offer,1,1,4273,91,1
Female,31,No,No,0,Malibu,Yes,No,No,No,No,No,No,No,No,Two Year,Yes,Bank transfer (automatic),20.15,2.82,49,No,0,No,No Offer,10,5,5422,37,0
Female,25,No,Yes,2,Santa Rosa,Yes,No,Yes,No,No,Yes,No,No,DSL,Month-to-Month,Yes,Credit card (automatic),58.7,11.47,3,No,51,Yes,Offer E,9,3,3654,52,0
Female,46,No,No,0,Riverdale,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Fiber Optic,Two Year,No,Mailed check,99.5,43.57,53,No,13,Yes,Offer B,0,3,4754,23,0
Male,28,No,No,0,Oxnard,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,99.85,37.95,23,No,27,Yes,No Offer,1,1,3425,83,1
Male,63,No,No,0,Palmdale,Yes,No,No,No,No,No,No,No,DSL,Month-to-Month,No,Electronic check,45.35,25.49,2,No,9,Yes,No Offer,0,1,3478,81,1
Male,37,No,No,0,Covina,Yes,Yes,No,No,No,No,No,No,DSL,Month-to-Month,Yes,Mailed check,48.55,11.35,1,No,9,Yes,No Offer,0,1,5687,77,1
Male,44,No,Yes,1,San Lucas,Yes,No,No,No,No,No,No,No,No,Two Year,Yes,Mailed check,26.4,33.87,3,Yes,0,No,No Offer,0,5,4315,77,0
Female,74,Yes,No,0,Palmdale,Yes,No,Yes,No,No,Yes,Yes,Yes,Cable,Month-to-Month,Yes,Electronic check,100.2,21.33,68,Yes,24,Yes,No Offer,1,1,4481,70,1
Male,44,No,No,0,Hoopa,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,94.7,19.49,8,No,10,No,No Offer,0,1,5811,94,1
Female,21,No,No,0,Long Beach,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Electronic check,97.65,16.66,70,Yes,26,No,Offer A,9,4,4252,35,0
Male,62,No,Yes,3,Samoa,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic,One Year,No,Electronic check,100.0,17.29,39,Yes,75,Yes,Offer C,9,3,5434,64,0
Female,43,No,No,0,Burnt Ranch,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,70.1,17.37,1,No,25,Yes,No Offer,0,1,3706,84,1
Female,40,No,No,0,Garden Grove,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,97.9,30.18,3,No,7,Yes,No Offer,0,3,4330,86,1
Male,48,No,No,0,Milford,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,One Year,No,Bank transfer (automatic),102.5,19.22,60,Yes,4,Yes,Offer B,8,5,4968,54,0
Female,55,No,No,0,Anderson,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Electronic check,69.95,17.08,5,No,10,Yes,Offer E,1,2,2969,81,1
Male,77,Yes,No,0,San Diego,Yes,No,Yes,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,81.35,9.22,3,Yes,14,Yes,Offer E,0,1,2818,73,1
Female,41,No,No,0,San Diego,Yes,Yes,Yes,No,Yes,No,No,No,Cable,One Year,Yes,Credit card (automatic),66.05,35.38,55,Yes,13,No,No Offer,0,4,5501,68,0
Male,43,No,No,0,Santa Margarita,No,Yes,No,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,Yes,Credit card (automatic),61.2,0.0,72,No,6,Yes,No Offer,0,3,4085,38,0
Male,69,Yes,No,0,Orange,Yes,Yes,Yes,Yes,Yes,Yes,No,No,DSL,Two Year,No,Bank transfer (automatic),74.4,5.27,72,No,9,No,Offer A,7,4,5590,58,0
Female,63,No,No,0,Los Angeles,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,106.3,10.43,41,Yes,22,No,No Offer,0,2,5383,85,1
Male,38,No,No,0,San Jose,No,Yes,Yes,Yes,No,No,No,No,DSL,Two Year,No,Bank transfer (automatic),39.6,0.0,60,No,25,Yes,Offer B,0,3,5544,32,0
Female,43,No,No,0,San Diego,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,No,Electronic check,89.3,2.6,6,No,22,Yes,No Offer,0,1,5800,91,1
Female,29,No,No,0,Ione,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Credit card (automatic),108.9,2.0,46,Yes,48,Yes,No Offer,6,5,5119,45,0
Female,46,No,No,0,San Mateo,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,19.9,2.74,15,No,0,No,No Offer,0,4,3366,29,0
Female,33,No,No,0,San Diego,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),102.1,3.51,58,Yes,28,No,No Offer,1,2,4415,96,1
Male,60,No,Yes,3,Los Angeles,Yes,No,No,No,No,No,No,No,No,Two Year,No,Credit card (automatic),19.6,34.04,23,No,0,No,No Offer,10,5,4617,35,0
Female,70,Yes,No,0,San Francisco,Yes,No,No,Yes,Yes,Yes,Yes,No,Fiber Optic,Month-to-Month,Yes,Electronic check,98.9,47.95,31,No,21,Yes,Offer C,1,2,4050,91,1
Male,54,No,No,0,Santa Cruz,Yes,No,No,No,No,No,No,No,Cable,Month-to-Month,Yes,Bank transfer (automatic),45.9,12.95,11,No,6,Yes,Offer D,1,5,3880,41,0
Female,80,Yes,No,0,Winchester,Yes,No,Yes,Yes,Yes,Yes,No,No,Fiber Optic,Two Year,Yes,Bank transfer (automatic),99.9,17.33,56,Yes,16,Yes,No Offer,0,3,5840,45,0
Female,41,No,Yes,3,El Cajon,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit card (automatic),20.05,12.87,25,No,0,No,Offer C,0,5,2192,24,0
Female,38,No,No,0,Sherman Oaks,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,No,Credit card (automatic),64.35,0.0,68,No,28,No,Offer A,0,3,4146,40,0
Female,48,No,No,0,Norco,Yes,No,No,No,No,No,No,No,No,Two Year,No,Credit card (automatic),19.65,26.03,40,No,0,No,No Offer,0,4,3878,75,0
Male,46,No,No,0,Thornton,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,84.9,24.66,36,Yes,22,Yes,No Offer,0,1,2455,69,1
Male,22,No,No,0,Lake Hughes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),108.15,27.69,32,Yes,73,Yes,Offer C,0,1,2541,69,1
Male,28,No,Yes,3,Paramount,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,No,Bank transfer (automatic),86.85,10.11,71,Yes,59,Yes,Offer A,10,4,6452,60,0
Male,58,No,No,0,San Juan Capistrano,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,102.55,10.11,17,Yes,2,Yes,Offer D,2,5,3803,75,0
Male,55,No,No,0,Copperopolis,Yes,No,No,Yes,Yes,No,No,No,Fiber Optic,Month-to-Month,No,Electronic check,78.2,31.79,18,No,19,Yes,Offer D,6,5,2831,79,0
Female,52,No,No,0,Covina,Yes,Yes,Yes,Yes,No,No,No,No,Fiber Optic,Month-to-Month,No,Bank transfer (automatic),91.2,11.73,37,Yes,30,No,No Offer,0,3,5135,44,0
Male,42,No,No,0,Colusa,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,19.35,44.34,2,No,0,No,No Offer,0,3,5863,52,0
Female,56,No,Yes,2,Cypress,Yes,No,No,No,No,No,No,No,Fiber Optic,One Year,Yes,Bank transfer (automatic),70.4,12.94,28,No,24,Yes,Offer C,6,3,5195,54,0
Male,34,No,No,0,Sacramento,No,Yes,Yes,Yes,No,No,No,No,Cable,One Year,No,Mailed check,39.55,0.0,9,No,19,Yes,Offer E,0,3,3755,67,0
Female,63,No,No,0,Lancaster,Yes,Yes,No,No,No,No,No,No,DSL,Month-to-Month,No,Electronic check,50.15,38.33,1,No,24,No,Offer E,0,3,4421,30,0
Male,59,No,No,0,Orange,Yes,No,No,No,No,No,No,No,No,Two Year,Yes,Credit card (automatic),20.4,23.46,65,No,0,No,No Offer,1,3,5368,80,0
Female,62,No,No,0,Gonzales,Yes,No,No,No,No,No,No,No,Cable,Month-to-Month,No,Electronic check,44.6,15.59,3,No,27,Yes,No Offer,0,4,3122,74,0
Female,31,No,No,0,Los Angeles,No,No,No,No,No,Yes,No,No,DSL,Month-to-Month,Yes,Electronic check,34.7,0.0,1,No,8,Yes,Offer E,0,3,4476,81,1
Male,24,No,No,0,San Ysidro,Yes,Yes,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,93.6,41.33,36,No,41,Yes,Offer C,3,4,2701,53,0
Male,21,No,No,0,Novato,Yes,No,No,No,Yes,Yes,No,Yes,Cable,Month-to-Month,Yes,Electronic check,90.6,38.69,23,Yes,69,Yes,No Offer,0,2,4359,82,1
Male,21,No,Yes,3,Gilroy,Yes,Yes,Yes,No,Yes,No,No,Yes,DSL,Month-to-Month,Yes,Mailed check,57.95,42.58,22,No,82,Yes,Offer D,9,3,5036,41,0
Female,56,No,No,0,Oak Park,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,No,Credit card (automatic),112.1,4.56,72,Yes,18,Yes,No Offer,1,4,4272,62,0
Female,31,No,No,0,South San Francisco,Yes,No,No,Yes,No,Yes,No,No,Fiber Optic,Month-to-Month,No,Electronic check,88.25,17.91,17,Yes,9,Yes,No Offer,7,2,4041,68,1
Female,20,No,No,0,Vernalis,Yes,No,No,No,Yes,No,Yes,Yes,Fiber Optic,Month-to-Month,No,Electronic check,85.8,10.6,3,No,73,Yes,No Offer,0,1,5641,89,1
Male,31,No,No,0,San Jose,Yes,Yes,Yes,Yes,No,No,No,No,Cable,One Year,No,Credit card (automatic),60.3,17.22,58,No,21,Yes,Offer B,1,2,4026,88,1
Male,60,No,No,0,Sunnyvale,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,DSL,Two Year,No,Credit card (automatic),81.35,45.25,67,No,18,Yes,No Offer,1,3,4219,51,0
Male,72,Yes,No,0,Newport Beach,Yes,No,Yes,Yes,No,Yes,Yes,No,Fiber Optic,One Year,Yes,Electronic check,99.85,35.0,34,No,12,Yes,No Offer,0,5,5626,71,0
Male,56,No,No,0,San Francisco,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit card (automatic),20.0,4.42,10,No,0,No,No Offer,0,5,2411,66,0
Female,42,No,No,0,Stanford,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,Yes,Credit card (automatic),85.35,18.47,69,Yes,28,Yes,Offer A,0,3,6499,37,0
Male,38,No,No,0,Los Angeles,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Cable,One Year,No,Credit card (automatic),62.05,0.0,40,No,19,Yes,No Offer,0,3,2290,34,0
Male,64,No,No,0,Turlock,Yes,Yes,No,Yes,No,No,Yes,Yes,DSL,Month-to-Month,No,Credit card (automatic),64.4,12.6,20,No,29,Yes,Offer D,0,3,2120,80,0
Female,61,No,Yes,1,Beverly Hills,Yes,No,No,No,No,No,No,No,No,Two Year,No,Mailed check,19.4,47.5,46,No,0,No,No Offer,9,4,2320,47,0
Female,28,No,No,0,Riverside,Yes,Yes,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,74.4,9.79,2,No,41,Yes,No Offer,1,1,4263,77,1
Female,76,Yes,Yes,2,Los Alamitos,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Mailed check,70.45,15.28,1,No,30,Yes,Offer E,1,2,3964,76,1
Female,44,No,No,0,Fresno,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Credit card (automatic),105.0,6.58,72,Yes,7,Yes,No Offer,7,3,5678,70,0
Male,28,No,Yes,3,Escondido,Yes,No,No,No,No,No,No,No,No,Two Year,No,Credit card (automatic),25.15,1.22,70,Yes,0,No,No Offer,0,3,5114,39,0
Female,34,No,No,0,Gardena,Yes,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,19.3,49.91,2,No,0,No,No Offer,0,3,3009,43,0
Male,25,No,Yes,3,Encinitas,Yes,No,Yes,No,Yes,No,No,Yes,DSL,Month-to-Month,Yes,Bank transfer (automatic),55.3,1.58,23,No,47,Yes,Offer D,0,4,4028,65,0
Male,58,No,No,0,Sacramento,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,95.4,40.58,36,Yes,12,Yes,Offer C,4,3,5111,44,0
Male,70,Yes,No,0,South Dos Palos,Yes,No,No,No,No,Yes,Yes,No,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),93.85,10.78,59,Yes,15,Yes,No Offer,0,2,5390,85,1
Male,24,No,No,0,Orick,Yes,No,No,No,No,No,No,No,No,Two Year,No,Bank transfer (automatic),20.5,47.31,67,No,0,No,Offer A,0,5,4416,45,0
Male,22,No,Yes,3,San Jose,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Bank transfer (automatic),105.55,8.33,72,Yes,59,No,No Offer,4,3,4331,62,0
Female,22,No,No,0,El Monte,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),101.9,24.04,37,Yes,59,Yes,No Offer,0,3,4437,83,1
Female,36,No,Yes,1,Spreckels,Yes,No,No,No,No,No,No,No,No,Two Year,No,Bank transfer (automatic),24.45,20.56,72,Yes,0,No,Offer A,4,3,5335,64,0
Male,23,No,No,0,Beverly Hills,Yes,No,No,No,No,No,No,No,No,Two Year,No,Credit card (automatic),19.7,27.97,72,No,0,No,Offer A,10,3,6436,36,0
Male,21,No,Yes,2,La Habra,Yes,No,No,No,No,No,No,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,74.4,14.6,3,Yes,71,Yes,Offer E,0,1,4415,76,1
Female,75,Yes,No,0,Visalia,Yes,No,Yes,No,No,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Credit card (automatic),101.5,33.49,54,Yes,8,Yes,Offer B,0,2,6405,68,1
Male,59,No,No,0,San Francisco,Yes,No,Yes,Yes,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,95.75,35.22,60,Yes,16,Yes,No Offer,1,2,4129,88,1
Female,35,No,No,0,Whittier,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Credit card (automatic),110.65,37.95,58,Yes,18,Yes,Offer B,8,3,4761,55,0
